timestamp,temperatura,umidade,ldr,corrente_1,corrente_2,corrente_3,payload_bytes,latencia_ms
2025-08-02T10:40:01.430396+00:00,20.5,59.2,0,3.13,2.46,2.45,157,91.07300000000001
2025-08-02T10:50:01.622279+00:00,20.5,59.2,0,3.06,2.41,2.46,157,110.03999999999999
2025-08-02T11:00:00.831569+00:00,20.5,59.2,0,3.06,2.49,2.44,157,40.428
2025-08-02T11:10:01.037735+00:00,20.5,59.2,0,3.05,2.37,2.4,156,52.495
2025-08-02T11:20:02.242386+00:00,20.5,59.2,0,3.07,2.52,2.48,157,45.702
2025-08-02T11:30:02.446040+00:00,20.5,59.2,0,3.09,2.43,2.46,157,-19.166
2025-08-02T11:40:00.661272+00:00,20.5,59.1,0,3.09,2.43,2.5,156,472.94399999999996
2025-08-02T11:50:00.870028+00:00,20.5,59.1,0,3.06,2.45,2.48,157,11.207999999999998
2025-08-02T12:00:02.071831+00:00,20.5,59.2,0,3.06,2.44,2.41,157,-31.939000000000004
2025-08-02T12:10:01.267405+00:00,20.5,59.2,0,3.08,2.44,2.51,157,-17.016
2025-08-02T12:20:01.467897+00:00,20.5,59.1,0,3.06,2.41,2.42,157,77.163
2025-08-02T12:30:00.683604+00:00,20.5,59.1,0,3.2,2.45,2.44,156,359.935
2025-08-02T12:40:02.890066+00:00,20.5,59.2,0,3.13,2.45,2.44,157,-16.975
2025-08-02T12:50:01.086981+00:00,20.5,59.1,0,2.67,2.08,2.06,157,702.244
2025-08-02T13:00:01.275313+00:00,20.5,59.1,0,3.13,2.5,2.52,156,-27.355999999999998
2025-08-02T13:10:01.467072+00:00,20.5,59.1,0,3.09,2.5,2.46,156,-25.368000000000002
2025-08-02T13:20:00.656023+00:00,20.5,59.1,0,3.06,2.46,2.44,157,-15.574
2025-08-02T13:30:00.836079+00:00,20.5,59.1,151,2.98,2.44,2.48,159,226.75
2025-08-02T13:40:01.044643+00:00,20.5,59.1,215,2.69,2.11,2.02,159,102.519
2025-08-02T13:50:01.244071+00:00,20.5,59.0,0,3.08,2.5,2.45,156,87.732
2025-08-02T14:00:01.445365+00:00,20.5,59.0,0,3.1,2.56,2.44,156,-32.160000000000004
2025-08-02T14:10:01.653182+00:00,20.5,59.0,0,3.1,2.44,2.44,156,-45.152
2025-08-02T14:20:00.829944+00:00,20.5,58.9,15,3.03,2.41,2.43,158,27.34
2025-08-02T14:30:01.031013+00:00,20.5,59.0,64,3.14,2.44,2.53,158,108.57300000000001
2025-08-02T14:40:01.232128+00:00,20.5,58.9,97,3.06,2.51,2.47,158,88.46
2025-08-02T14:50:01.435613+00:00,20.5,58.9,150,3.06,2.48,2.48,159,6.91
2025-08-02T15:00:01.651707+00:00,20.6,58.9,143,3.07,2.48,2.44,159,22.512999999999998
2025-08-02T15:10:01.860027+00:00,20.6,58.8,0,3.12,2.46,2.43,157,64.599
2025-08-02T15:20:01.058650+00:00,20.6,58.7,0,3.05,2.44,2.46,157,138.17399999999998
2025-08-02T15:30:01.266015+00:00,20.6,58.7,0,3.21,2.45,2.46,157,533.279
2025-08-02T15:40:01.465790+00:00,20.6,58.7,0,3.07,2.51,2.45,157,76.586
2025-08-02T15:50:01.679250+00:00,20.6,58.7,0,3.06,2.47,2.51,157,480.14
2025-08-02T16:00:00.884149+00:00,20.6,58.5,0,2.76,2.08,2.13,157,667.176
2025-08-02T16:10:02.071333+00:00,20.6,58.5,0,3.22,2.45,2.4,156,-29.256
2025-08-02T16:20:01.273518+00:00,20.6,58.5,0,3.09,2.42,2.5,156,317.662
2025-08-02T16:30:01.474844+00:00,20.6,58.4,0,3.13,2.42,2.51,157,678.978
2025-08-02T16:40:01.689195+00:00,20.6,58.4,0,3.09,2.48,2.52,157,363.585
2025-08-02T16:50:00.894677+00:00,20.7,58.3,0,2.7,2.05,2.09,156,186.345
2025-08-02T17:00:01.102371+00:00,20.7,58.1,0,3.19,2.48,2.51,157,53.68
2025-08-02T17:10:01.298702+00:00,20.7,58.1,0,3.12,2.45,2.51,157,36.946
2025-08-02T17:20:01.502514+00:00,20.7,58.0,0,3.12,2.51,2.44,157,16.628
2025-08-02T17:30:00.709146+00:00,20.7,57.8,0,3.1,2.52,2.47,156,57.935
2025-08-02T17:40:00.917425+00:00,20.7,57.7,0,3.18,2.48,2.56,157,691.866
2025-08-02T17:50:01.104650+00:00,20.7,57.6,0,3.09,2.51,2.49,157,323.28000000000003
2025-08-02T18:00:01.300958+00:00,20.7,57.3,0,3.06,2.5,2.44,156,98.13
2025-08-02T18:10:01.509297+00:00,20.7,57.3,0,3.08,2.45,2.47,157,33.473000000000006
2025-08-02T18:20:00.712995+00:00,20.7,57.2,0,3.07,2.5,2.5,155,765.06
2025-08-02T18:30:00.899446+00:00,20.7,57.1,0,3.1,2.44,2.51,156,40.476
2025-08-02T18:40:01.089534+00:00,20.7,57.0,0,3.16,2.48,2.48,157,-53.0
2025-08-02T18:50:01.272178+00:00,20.7,56.8,0,3.22,2.5,2.41,156,-37.301
2025-08-02T19:00:01.459411+00:00,20.7,56.8,0,3.12,2.46,2.48,157,-17.875
2025-08-02T19:10:01.674490+00:00,20.7,56.8,0,2.75,2.03,2.1,156,62.89300000000001
2025-08-02T19:20:00.879364+00:00,20.7,56.8,0,3.07,2.48,2.44,157,670.0310000000001
2025-08-02T19:30:01.080014+00:00,20.8,56.7,0,3.07,2.47,2.44,157,222.15699999999998
2025-08-02T19:40:01.274331+00:00,20.7,56.8,0,3.11,2.44,2.44,157,218.62699999999998
2025-08-02T19:50:01.479973+00:00,20.7,56.7,0,3.05,2.38,2.51,157,145.93
2025-08-02T20:00:01.693278+00:00,20.7,56.6,0,2.72,2.05,2.08,157,182.268
2025-08-02T20:10:00.901742+00:00,20.7,56.6,0,3.07,2.44,2.48,157,441.98900000000003
2025-08-02T20:20:01.104063+00:00,20.7,56.6,0,3.07,2.41,2.44,157,586.108
2025-08-02T20:30:01.297387+00:00,20.7,56.6,0,3.06,2.45,2.42,157,157.318
2025-08-02T20:40:01.506265+00:00,20.7,56.5,0,3.13,2.41,2.41,157,-12.099
2025-08-02T20:50:01.723509+00:00,20.7,56.5,0,3.09,2.42,2.47,157,796.159
2025-08-02T21:00:00.911503+00:00,20.7,56.4,0,3.06,2.44,2.4,156,-106.169
2025-08-02T21:10:01.093356+00:00,20.7,56.4,0,3.09,2.44,2.4,156,-197.542
2025-08-02T21:20:01.274595+00:00,20.7,56.4,0,3.06,2.44,2.48,157,197.532
2025-08-02T21:30:01.474172+00:00,20.7,56.4,0,2.97,2.38,2.44,157,36.308
2025-08-02T21:40:01.686552+00:00,20.7,56.4,0,3.05,2.47,2.44,157,4.728000000000001
2025-08-02T21:50:00.892588+00:00,20.7,56.2,0,3.06,2.48,2.41,157,21.677
2025-08-02T22:00:01.086248+00:00,20.7,56.3,0,3.02,2.5,2.44,156,15.309
2025-08-02T22:10:01.279939+00:00,20.7,56.3,0,3.11,2.41,2.35,157,11.081000000000001
2025-08-02T22:20:01.479440+00:00,20.7,56.3,0,2.64,2.03,2.01,157,812.508
2025-08-02T22:30:01.679525+00:00,20.7,56.3,0,3.09,2.45,2.43,157,21.53
2025-08-02T22:40:00.856774+00:00,20.7,56.3,0,3.13,2.42,2.43,157,107.03699999999999
2025-08-02T22:50:01.033668+00:00,20.7,56.4,0,3.04,2.48,2.41,157,872.684
2025-08-02T23:00:01.225944+00:00,20.7,56.4,0,3.05,2.48,2.46,157,104.423
2025-08-02T23:10:01.434522+00:00,20.7,56.5,0,3.19,2.44,2.46,157,475.89300000000003
2025-08-02T23:20:01.642892+00:00,20.7,56.6,0,3.09,2.46,2.44,157,153.735
2025-08-02T23:30:00.850807+00:00,20.7,56.7,0,3.09,2.45,2.44,157,205.16400000000002
2025-08-02T23:40:01.056676+00:00,20.7,56.8,0,3.09,2.41,2.43,157,534.285
2025-08-02T23:50:02.253176+00:00,20.7,56.8,0,3.09,2.46,2.42,157,148.393
2025-08-03T00:00:01.454601+00:00,20.7,56.9,0,3.14,2.44,2.43,157,441.876
2025-08-03T00:10:01.666652+00:00,20.7,57.0,0,3.03,2.4,2.44,156,538.194
2025-08-03T00:20:00.861562+00:00,20.7,57.1,0,3.09,2.42,2.44,157,854.118
2025-08-03T00:30:01.041533+00:00,20.7,57.1,0,3.06,2.49,2.43,157,80.589
2025-08-03T00:40:01.239715+00:00,20.7,57.2,0,3.12,2.41,2.42,157,66.305
2025-08-03T00:50:01.438217+00:00,20.7,57.3,0,3.09,2.44,2.42,157,49.958000000000006
2025-08-03T01:00:01.649444+00:00,20.7,57.3,0,3.07,2.41,2.44,157,152.72
2025-08-03T01:10:00.862338+00:00,20.7,57.4,0,3.07,2.44,2.45,157,69.3
2025-08-03T01:20:01.065306+00:00,20.7,57.4,0,3.07,2.46,2.48,157,45.795
2025-08-03T01:30:01.270754+00:00,20.7,57.4,0,2.65,2.04,2.06,157,1.2910000000000001
2025-08-03T01:40:01.476660+00:00,20.7,57.4,0,3.06,2.39,2.44,157,411.032
2025-08-03T01:50:01.690858+00:00,20.7,57.4,0,3.04,2.48,2.44,157,0.373
2025-08-03T02:00:00.897522+00:00,20.7,57.5,0,3.02,2.45,2.44,157,417.04400000000004
2025-08-03T02:10:01.095711+00:00,20.7,57.5,0,3.02,2.43,2.45,157,105.833
2025-08-03T02:20:01.290086+00:00,20.7,57.5,0,3.22,2.52,2.51,157,712.1690000000001
2025-08-03T02:30:01.492996+00:00,20.7,57.6,0,3.09,2.39,2.47,157,304.949
2025-08-03T02:40:01.708097+00:00,20.7,57.6,0,3.01,2.48,2.44,157,4.1419999999999995
2025-08-03T02:50:01.906776+00:00,20.7,57.6,0,3.16,2.48,2.47,157,386.093
2025-08-03T03:00:01.105648+00:00,20.7,57.7,0,3.09,2.44,2.46,157,96.29899999999999
2025-08-03T03:10:01.309525+00:00,20.7,57.7,0,3.15,2.48,2.44,157,618.322
2025-08-03T03:20:01.515325+00:00,20.6,57.8,0,3.05,2.39,2.51,157,631.59
2025-08-03T03:30:00.722612+00:00,20.7,57.8,0,3.04,2.44,2.45,157,5.382
2025-08-03T03:40:00.913974+00:00,20.6,57.8,0,3.04,2.42,2.44,157,19.744999999999997
2025-08-03T03:50:01.100687+00:00,20.6,57.9,0,3.01,2.46,2.5,156,29.462
2025-08-03T04:00:01.287139+00:00,20.6,57.9,0,3.09,2.4,2.42,156,263.014
2025-08-03T04:10:01.489445+00:00,20.6,57.9,0,3.04,2.44,2.42,157,101.85900000000001
2025-08-03T04:20:00.701647+00:00,20.6,57.9,0,3.07,2.41,2.45,157,22.333
2025-08-03T04:30:00.907024+00:00,20.6,57.9,0,3.06,2.42,2.39,157,-12.048
2025-08-03T04:40:01.088032+00:00,20.6,58.0,0,2.65,2.07,1.98,157,636.128
2025-08-03T04:50:01.291031+00:00,20.6,58.0,0,3.08,2.41,2.47,157,97.618
2025-08-03T05:00:01.497349+00:00,20.6,58.0,0,3.04,2.46,2.46,157,51.683
2025-08-03T05:10:00.711426+00:00,20.6,58.0,0,3.09,2.41,2.44,157,678.303
2025-08-03T05:20:00.918313+00:00,20.6,58.1,0,3.1,2.42,2.41,156,72.644
2025-08-03T05:30:01.122244+00:00,20.6,58.1,0,3.18,2.51,2.49,157,173.49800000000002
2025-08-03T05:40:01.321406+00:00,20.6,58.1,0,3.02,2.46,2.45,157,151.14
2025-08-03T05:50:01.537991+00:00,20.6,58.2,0,3.06,2.48,2.45,157,-13.188
2025-08-03T06:00:00.727214+00:00,20.6,58.1,0,3.06,2.44,2.45,157,-9.459
2025-08-03T06:10:01.912549+00:00,20.6,58.2,0,2.77,2.07,2.01,157,20.383
2025-08-03T06:20:01.114725+00:00,20.6,58.2,0,3.02,2.44,2.46,157,-28.473
2025-08-03T06:30:01.322787+00:00,20.6,58.2,0,3.04,2.43,2.44,157,537.263
2025-08-03T06:40:01.522394+00:00,20.6,58.2,0,3.02,2.44,2.45,157,-70.52
2025-08-03T06:50:01.729212+00:00,20.6,58.2,0,3.15,2.46,2.42,157,-59.033
2025-08-03T07:00:00.931306+00:00,20.6,58.3,0,3.07,2.44,2.43,157,55.95
2025-08-03T07:10:01.122107+00:00,20.6,58.2,0,3.06,2.44,2.45,157,51.044
2025-08-03T07:20:02.312527+00:00,20.6,58.2,0,3.11,2.41,2.44,157,-33.296
2025-08-03T07:30:01.514182+00:00,20.6,58.2,0,3.12,2.44,2.43,157,-27.374
2025-08-03T07:40:00.713390+00:00,20.5,58.2,0,3.07,2.5,2.44,156,89.88
2025-08-03T07:50:02.902195+00:00,20.6,58.2,0,2.63,1.95,1.98,157,-13.339
2025-08-03T08:00:01.081930+00:00,20.6,58.1,0,3.09,2.45,2.5,156,-5.492999999999999
2025-08-03T08:10:01.286563+00:00,20.5,58.1,0,3.06,2.43,2.41,157,88.991
2025-08-03T08:20:01.493081+00:00,20.5,58.1,0,3.13,2.45,2.42,157,89.92
2025-08-03T08:30:00.701227+00:00,20.6,58.1,0,3.13,2.44,2.41,157,154.868
2025-08-03T08:40:00.914727+00:00,20.6,58.0,0,3.25,2.56,2.52,157,70.441
2025-08-03T08:50:01.113358+00:00,20.5,58.1,0,3.06,2.44,2.45,157,71.83399999999999
2025-08-03T09:00:01.312691+00:00,20.6,58.0,0,3.1,2.46,2.48,156,619.122
2025-08-03T09:10:01.522997+00:00,20.5,58.0,0,2.69,2.11,2.03,157,4.327
2025-08-03T09:20:01.734479+00:00,20.5,58.0,0,3.09,2.43,2.39,157,-1.295
2025-08-03T09:30:00.940549+00:00,20.5,57.9,0,3.2,2.45,2.44,156,693.2139999999999
2025-08-03T09:40:01.127621+00:00,20.6,57.9,0,3.09,2.44,2.4,156,730.251
2025-08-03T09:50:01.314428+00:00,20.6,57.9,0,3.09,2.43,2.45,157,265.779
2025-08-03T10:00:01.520115+00:00,20.5,57.9,0,3.11,2.44,2.45,157,17.922
2025-08-03T10:10:01.735886+00:00,20.5,57.9,0,3.16,2.46,2.45,157,-73.865
2025-08-03T10:20:00.944329+00:00,20.5,57.9,0,3.12,2.51,2.43,157,20.51
2025-08-03T10:30:01.147847+00:00,20.5,57.9,0,3.13,2.43,2.48,157,573.077
2025-08-03T10:40:01.343745+00:00,20.5,57.9,0,3.09,2.46,2.48,157,881.2520000000001
2025-08-03T10:50:01.529487+00:00,20.5,57.9,0,3.05,2.43,2.45,157,314.47
2025-08-03T11:00:01.743933+00:00,20.5,57.8,0,2.88,2.12,2.22,157,-56.263
2025-08-03T11:10:00.948755+00:00,20.5,57.8,0,3.09,2.42,2.39,157,-26.329
2025-08-03T11:20:01.138123+00:00,20.5,57.7,0,3.09,2.47,2.45,157,183.292
2025-08-03T11:30:01.329087+00:00,20.5,57.8,0,3.07,2.44,2.46,157,114.77
2025-08-03T11:40:01.536862+00:00,20.5,57.8,0,3.08,2.44,2.48,157,221.06799999999998
2025-08-03T11:50:01.751641+00:00,20.5,57.7,0,2.81,2.07,2.14,157,142.10999999999999
2025-08-03T12:00:00.953306+00:00,20.5,57.8,0,3.09,2.44,2.42,157,1005.8609999999999
2025-08-03T12:10:01.146015+00:00,20.5,57.7,0,3.11,2.39,2.48,157,153.868
2025-08-03T12:20:01.341140+00:00,20.6,57.6,0,3.06,2.44,2.45,157,117.983
2025-08-03T12:30:01.550469+00:00,20.5,57.6,0,3.09,2.45,2.46,157,272.98699999999997
2025-08-03T12:40:01.756824+00:00,20.6,57.5,0,3.18,2.43,2.44,157,41.897999999999996
2025-08-03T12:50:00.936988+00:00,20.5,57.6,0,3.12,2.44,2.46,157,94.994
2025-08-03T13:00:01.118560+00:00,20.6,57.4,0,3.07,2.39,2.48,157,181.32899999999998
2025-08-03T13:10:01.318373+00:00,20.6,57.4,0,3.14,2.44,2.42,157,16.009
2025-08-03T13:20:01.530408+00:00,20.6,57.3,0,3.1,2.43,2.41,156,-0.196
2025-08-03T13:30:01.738288+00:00,20.6,57.1,0,3.14,2.41,2.41,157,-14.331999999999999
2025-08-03T13:40:00.942892+00:00,20.6,57.1,0,3.05,2.44,2.44,157,30.306
2025-08-03T13:50:01.139399+00:00,20.6,57.0,0,3.13,2.44,2.37,157,667.7030000000001
2025-08-03T14:00:01.325499+00:00,20.6,56.9,0,3.12,2.48,2.45,157,110.396
2025-08-03T14:10:01.528888+00:00,20.6,56.7,0,2.79,1.95,2.0,156,9.431999999999999
2025-08-03T14:20:01.733668+00:00,20.6,56.7,10,3.12,2.44,2.37,158,15.630999999999998
2025-08-03T14:30:01.921270+00:00,20.6,56.5,91,3.11,2.41,2.38,158,21.994
2025-08-03T14:40:01.100342+00:00,20.6,56.5,116,3.16,2.44,2.44,159,127.641
2025-08-03T14:50:01.283305+00:00,20.7,56.3,245,3.13,2.44,2.44,159,857.691
2025-08-03T15:00:01.478409+00:00,20.7,56.0,256,2.89,2.09,2.1,158,-9.583
2025-08-03T15:10:01.670119+00:00,20.7,55.9,0,3.05,2.45,2.45,157,22.916
2025-08-03T15:20:00.875623+00:00,20.7,55.7,0,3.22,2.44,2.42,157,-24.564
2025-08-03T15:30:01.077930+00:00,20.7,55.7,0,3.14,2.44,2.48,157,57.859
2025-08-03T15:40:01.280113+00:00,20.7,55.6,0,3.04,2.43,2.46,157,352.495
2025-08-03T15:50:01.481376+00:00,20.7,55.4,0,3.09,2.43,2.49,157,663.2940000000001
2025-08-03T16:00:01.688397+00:00,20.7,55.3,0,3.05,2.44,2.49,157,3.818
2025-08-03T16:10:00.875762+00:00,20.7,55.2,0,3.1,2.47,2.48,156,116.044
2025-08-03T16:20:01.059088+00:00,20.7,55.1,0,3.09,2.44,2.44,157,124.667
2025-08-03T16:30:02.243347+00:00,20.7,55.0,0,3.13,2.49,2.46,157,28.507
2025-08-03T16:40:01.426595+00:00,20.8,54.8,0,3.18,2.46,2.4,156,327.898
2025-08-03T16:50:01.646164+00:00,20.7,54.7,0,3.14,2.44,2.41,157,99.24199999999999
2025-08-03T17:00:00.852382+00:00,20.8,54.7,0,3.05,2.45,2.44,157,350.703
2025-08-03T17:10:02.054219+00:00,20.8,54.5,0,3.09,2.44,2.42,157,28.7
2025-08-03T17:20:02.247066+00:00,20.8,54.4,0,3.17,2.44,2.44,157,38.425000000000004
2025-08-03T17:30:03.440951+00:00,20.8,54.3,0,3.19,2.46,2.39,157,50.111000000000004
2025-08-03T17:40:01.652139+00:00,20.8,54.2,0,3.13,2.44,2.39,157,54.105
2025-08-03T17:50:00.847239+00:00,20.8,54.1,0,3.08,2.44,2.44,157,132.64000000000001
2025-08-03T18:00:01.037836+00:00,20.8,54.1,0,3.09,2.45,2.5,156,125.367
2025-08-03T18:10:01.226553+00:00,20.8,54.0,0,2.78,1.99,2.16,157,125.09899999999999
2025-08-03T18:20:01.417261+00:00,20.8,53.8,0,3.13,2.43,2.44,157,114.528
2025-08-03T18:30:01.629065+00:00,20.8,53.8,0,2.71,2.07,2.02,157,14.940999999999999
2025-08-03T18:40:00.820737+00:00,20.8,53.6,0,3.06,2.41,2.41,157,51.581
2025-08-03T18:50:02.003341+00:00,20.8,53.6,16,3.06,2.48,2.45,158,-5.953
2025-08-03T19:00:01.184441+00:00,20.8,53.4,0,3.12,2.45,2.42,157,908.672
2025-08-03T19:10:01.365194+00:00,20.8,53.3,0,3.07,2.4,2.48,156,-9.357000000000001
2025-08-03T19:20:01.551766+00:00,20.8,53.1,0,3.12,2.44,2.5,156,461.33299999999997
2025-08-03T19:30:01.766634+00:00,20.8,53.1,0,3.05,2.5,2.44,156,639.414
2025-08-03T19:40:00.955942+00:00,20.8,53.1,0,3.05,2.51,2.46,157,85.15899999999999
2025-08-03T19:50:01.143855+00:00,20.8,53.0,0,3.08,2.44,2.44,157,79.391
2025-08-03T20:00:01.327134+00:00,20.8,52.9,0,3.09,2.46,2.43,157,73.884
2025-08-03T20:10:01.531721+00:00,20.9,52.7,0,3.11,2.44,2.44,157,50.035999999999994
